schedule_id,route_id,corridor_id,direction,day_type,start_time,estimated_ridership
ACS-SCH-000662,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,10:58,22
ACS-SCH-000663,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,11:20,17
ACS-SCH-000664,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,11:42,19
ACS-SCH-000665,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,12:11,23
ACS-SCH-000666,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,12:38,20
ACS-SCH-000667,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,13:04,25
ACS-SCH-000668,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,13:29,24
ACS-SCH-000669,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,13:54,22
ACS-SCH-000670,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,14:20,21
ACS-SCH-000671,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,14:47,22
ACS-SCH-000672,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,15:09,17
ACS-SCH-000673,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,15:33,25
ACS-SCH-000674,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,15:58,22
ACS-SCH-000675,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,16:20,25
ACS-SCH-000676,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,16:42,16
ACS-SCH-000677,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,17:08,17
ACS-SCH-000678,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,17:37,19
ACS-SCH-000679,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,18:04,22
ACS-SCH-000680,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,18:28,15
ACS-SCH-000681,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,18:52,14
ACS-SCH-000682,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,19:21,23
ACS-SCH-000683,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,19:48,20
ACS-SCH-000684,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,20:14,21
ACS-SCH-000685,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,20:36,19
ACS-SCH-000686,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,20:58,22
ACS-SCH-000687,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,21:25,7
ACS-SCH-000688,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,21:49,6
ACS-SCH-000689,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,22:15,7
ACS-SCH-000690,ACS-RT-B003-IN,ACS-RT-B003,inbound,weekend,22:37,6
ACS-SCH-000691,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,05:04,5
ACS-SCH-000692,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,08:45,57
ACS-SCH-000693,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,09:03,41
ACS-SCH-000694,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,09:20,54
ACS-SCH-000695,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,09:38,51
ACS-SCH-000696,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,09:56,45
ACS-SCH-000697,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,10:13,15
ACS-SCH-000698,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,11:08,20
ACS-SCH-000699,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,12:07,15
ACS-SCH-000700,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,13:03,22
ACS-SCH-000701,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,14:03,25
ACS-SCH-000702,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,14:41,23
ACS-SCH-000703,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,15:21,22
ACS-SCH-000704,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,16:02,18
ACS-SCH-000705,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,16:36,19
ACS-SCH-000706,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,17:18,31
ACS-SCH-000707,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,17:51,38
ACS-SCH-000708,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,18:21,36
ACS-SCH-000709,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,18:53,39
ACS-SCH-000710,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,19:26,28
ACS-SCH-000711,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,19:53,34
ACS-SCH-000712,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,20:24,34
ACS-SCH-000713,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,20:51,30
ACS-SCH-000714,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekday,21:17,11
ACS-SCH-000715,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekend,06:04,11
ACS-SCH-000716,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekend,06:59,12
ACS-SCH-000717,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekend,07:56,10
ACS-SCH-000718,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekend,09:03,12
ACS-SCH-000719,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekend,10:11,24
ACS-SCH-000720,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekend,11:09,22
ACS-SCH-000721,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekend,12:11,16
ACS-SCH-000722,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekend,13:14,27
ACS-SCH-000723,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekend,14:16,22
ACS-SCH-000724,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekend,15:13,25
ACS-SCH-000725,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekend,16:24,19
ACS-SCH-000726,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekend,17:35,19
ACS-SCH-000727,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekend,18:33,14
ACS-SCH-000728,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekend,19:44,20
ACS-SCH-000729,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekend,20:42,11
ACS-SCH-000730,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekend,21:39,4
ACS-SCH-000731,ACS-RT-B004-OUT,ACS-RT-B004,outbound,weekend,22:42,6
ACS-SCH-000732,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,05:01,11
ACS-SCH-000733,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,08:07,41
ACS-SCH-000734,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,08:41,33
ACS-SCH-000735,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,09:09,31
ACS-SCH-000736,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,09:44,33
ACS-SCH-000737,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,10:10,15
ACS-SCH-000738,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,11:14,17
ACS-SCH-000739,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,12:10,18
ACS-SCH-000740,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,13:18,22
ACS-SCH-000741,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,14:20,16
ACS-SCH-000742,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,15:00,27
ACS-SCH-000743,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,15:38,17
ACS-SCH-000744,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,16:18,18
ACS-SCH-000745,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,16:53,20
ACS-SCH-000746,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,17:29,50
ACS-SCH-000747,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,17:48,46
ACS-SCH-000748,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,18:04,46
ACS-SCH-000749,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,18:21,46
ACS-SCH-000750,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,18:38,44
ACS-SCH-000751,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,18:55,44
ACS-SCH-000752,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,19:12,51
ACS-SCH-000753,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,19:28,50
ACS-SCH-000754,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,19:47,37
ACS-SCH-000755,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,20:05,54
ACS-SCH-000756,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,20:25,52
ACS-SCH-000757,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,20:46,49
ACS-SCH-000758,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekday,21:05,10
ACS-SCH-000759,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekend,06:01,11
ACS-SCH-000760,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekend,07:02,10
ACS-SCH-000761,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekend,08:11,15
ACS-SCH-000762,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekend,09:12,12
ACS-SCH-000763,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekend,10:14,23
ACS-SCH-000764,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekend,11:12,16
ACS-SCH-000765,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekend,12:19,21
ACS-SCH-000766,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekend,13:17,17
ACS-SCH-000767,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekend,14:16,17
ACS-SCH-000768,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekend,15:17,15
ACS-SCH-000769,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekend,16:10,17
ACS-SCH-000770,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekend,17:18,20
ACS-SCH-000771,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekend,18:11,16
ACS-SCH-000772,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekend,19:07,15
ACS-SCH-000773,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekend,20:17,22
ACS-SCH-000774,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekend,21:25,4
ACS-SCH-000775,ACS-RT-B004-IN,ACS-RT-B004,inbound,weekend,22:19,5
ACS-SCH-000776,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,05:03,5
ACS-SCH-000777,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,08:35,49
ACS-SCH-000778,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,08:54,57
ACS-SCH-000779,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,09:14,52
ACS-SCH-000780,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,09:31,47
ACS-SCH-000781,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,09:48,62
ACS-SCH-000782,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,10:04,17
ACS-SCH-000783,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,11:02,14
ACS-SCH-000784,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,11:53,14
ACS-SCH-000785,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,12:46,12
ACS-SCH-000786,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,13:53,15
ACS-SCH-000787,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,15:02,20
ACS-SCH-000788,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,15:35,19
ACS-SCH-000789,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,16:12,22
ACS-SCH-000790,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,16:53,21
ACS-SCH-000791,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,17:26,26
ACS-SCH-000792,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,18:01,30
ACS-SCH-000793,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,18:32,40
ACS-SCH-000794,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,19:04,34
ACS-SCH-000795,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,19:34,30
ACS-SCH-000796,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,20:08,38
ACS-SCH-000797,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,20:37,34
ACS-SCH-000798,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekday,21:11,7
ACS-SCH-000799,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekend,06:01,12
ACS-SCH-000800,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekend,06:58,8
ACS-SCH-000801,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekend,07:56,8
ACS-SCH-000802,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekend,08:55,15
ACS-SCH-000803,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekend,09:56,13
ACS-SCH-000804,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekend,11:03,17
ACS-SCH-000805,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekend,12:01,26
ACS-SCH-000806,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekend,12:58,24
ACS-SCH-000807,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekend,13:56,24
ACS-SCH-000808,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekend,14:59,20
ACS-SCH-000809,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekend,15:55,23
ACS-SCH-000810,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekend,16:56,15
ACS-SCH-000811,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekend,17:56,20
ACS-SCH-000812,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekend,19:04,18
ACS-SCH-000813,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekend,20:12,16
ACS-SCH-000814,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekend,21:05,6
ACS-SCH-000815,ACS-RT-B005-OUT,ACS-RT-B005,outbound,weekend,21:59,7
ACS-SCH-000816,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,05:01,5
ACS-SCH-000817,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,08:33,38
ACS-SCH-000818,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,09:01,43
ACS-SCH-000819,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,09:35,32
ACS-SCH-000820,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,10:06,19
ACS-SCH-000821,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,10:57,14
ACS-SCH-000822,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,11:54,12
ACS-SCH-000823,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,13:02,22
ACS-SCH-000824,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,13:58,16
ACS-SCH-000825,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,14:51,16
ACS-SCH-000826,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,15:34,24
ACS-SCH-000827,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,16:11,24
ACS-SCH-000828,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,16:49,23
ACS-SCH-000829,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,17:25,39
ACS-SCH-000830,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,17:42,52
ACS-SCH-000831,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,17:59,47
ACS-SCH-000832,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,18:20,43
ACS-SCH-000833,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,18:38,51
ACS-SCH-000834,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,18:58,38
ACS-SCH-000835,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,19:17,39
ACS-SCH-000836,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,19:34,38
ACS-SCH-000837,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,19:55,48
ACS-SCH-000838,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,20:16,50
ACS-SCH-000839,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,20:32,55
ACS-SCH-000840,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,20:48,37
ACS-SCH-000841,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekday,21:08,7
ACS-SCH-000842,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekend,06:01,11
ACS-SCH-000843,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekend,07:03,8
ACS-SCH-000844,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekend,08:06,8
ACS-SCH-000845,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekend,09:04,10
ACS-SCH-000846,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekend,10:08,18
ACS-SCH-000847,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekend,11:07,19
ACS-SCH-000848,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekend,12:00,22
ACS-SCH-000849,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekend,13:03,23
ACS-SCH-000850,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekend,14:12,16
ACS-SCH-000851,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekend,15:18,20
ACS-SCH-000852,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekend,16:20,25
ACS-SCH-000853,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekend,17:29,21
ACS-SCH-000854,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekend,18:23,17
ACS-SCH-000855,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekend,19:20,22
ACS-SCH-000856,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekend,20:20,16
ACS-SCH-000857,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekend,21:14,7
ACS-SCH-000858,ACS-RT-B005-IN,ACS-RT-B005,inbound,weekend,22:09,4
ACS-SCH-000859,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,05:03,4
ACS-SCH-000860,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,08:44,38
ACS-SCH-000861,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,09:13,32
ACS-SCH-000862,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,09:39,43
ACS-SCH-000863,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,10:03,12
ACS-SCH-000864,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,11:03,14
ACS-SCH-000865,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,11:58,21
ACS-SCH-000866,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,12:56,17
ACS-SCH-000867,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,13:51,15
ACS-SCH-000868,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,14:57,22
ACS-SCH-000869,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,15:32,20
ACS-SCH-000870,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,16:15,19
ACS-SCH-000871,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,16:52,22
ACS-SCH-000872,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,17:33,40
ACS-SCH-000873,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,18:03,34
ACS-SCH-000874,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,18:30,31
ACS-SCH-000875,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,18:56,31
ACS-SCH-000876,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,19:21,36
ACS-SCH-000877,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,19:50,29
ACS-SCH-000878,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,20:13,36
ACS-SCH-000879,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,20:36,34
ACS-SCH-000880,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekday,21:06,6
ACS-SCH-000881,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekend,06:00,10
ACS-SCH-000882,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekend,07:02,11
ACS-SCH-000883,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekend,08:05,9
ACS-SCH-000884,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekend,09:10,8
ACS-SCH-000885,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekend,10:16,25
ACS-SCH-000886,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekend,11:17,17
ACS-SCH-000887,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekend,12:17,21
ACS-SCH-000888,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekend,13:20,23
ACS-SCH-000889,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekend,14:24,18
ACS-SCH-000890,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekend,15:20,21
ACS-SCH-000891,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekend,16:22,15
ACS-SCH-000892,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekend,17:25,14
ACS-SCH-000893,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekend,18:32,14
ACS-SCH-000894,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekend,19:30,21
ACS-SCH-000895,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekend,20:41,19
ACS-SCH-000896,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekend,21:48,4
ACS-SCH-000897,ACS-RT-B006-OUT,ACS-RT-B006,outbound,weekend,22:53,4
ACS-SCH-000898,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,05:01,5
ACS-SCH-000899,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,08:22,34
ACS-SCH-000900,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,08:51,46
ACS-SCH-000901,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,09:16,43
ACS-SCH-000902,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,09:46,39
ACS-SCH-000903,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,10:11,23
ACS-SCH-000904,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,11:19,11
ACS-SCH-000905,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,12:21,21
ACS-SCH-000906,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,13:14,13
ACS-SCH-000907,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,14:06,28
ACS-SCH-000908,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,14:41,20
ACS-SCH-000909,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,15:16,16
ACS-SCH-000910,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,15:49,18
ACS-SCH-000911,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,16:26,23
ACS-SCH-000912,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,17:01,30
ACS-SCH-000913,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,17:26,39
ACS-SCH-000914,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,17:50,43
ACS-SCH-000915,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,18:17,31
ACS-SCH-000916,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,18:41,34
ACS-SCH-000917,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,19:06,41
ACS-SCH-000918,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,19:29,40
ACS-SCH-000919,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,19:53,35
ACS-SCH-000920,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,20:17,43
ACS-SCH-000921,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,20:42,38
ACS-SCH-000922,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekday,21:12,9
ACS-SCH-000923,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekend,06:04,8
ACS-SCH-000924,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekend,07:09,8
ACS-SCH-000925,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekend,08:17,14
ACS-SCH-000926,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekend,09:26,13
ACS-SCH-000927,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekend,10:30,16
ACS-SCH-000928,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekend,11:40,24
ACS-SCH-000929,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekend,12:46,16
ACS-SCH-000930,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekend,13:46,19
ACS-SCH-000931,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekend,14:57,24
ACS-SCH-000932,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekend,15:58,20
ACS-SCH-000933,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekend,16:53,21
ACS-SCH-000934,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekend,18:03,12
ACS-SCH-000935,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekend,19:03,24
ACS-SCH-000936,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekend,20:11,18
ACS-SCH-000937,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekend,21:21,7
ACS-SCH-000938,ACS-RT-B006-IN,ACS-RT-B006,inbound,weekend,22:29,4
ACS-SCH-000939,ACS-RT-B007-OUT,ACS-RT-B007,outbound,weekday,05:02,11
ACS-SCH-000940,ACS-RT-B007-OUT,ACS-RT-B007,outbound,weekday,08:27,49
ACS-SCH-000941,ACS-RT-B007-OUT,ACS-RT-B007,outbound,weekday,08:45,50
ACS-SCH-000942,ACS-RT-B007-OUT,ACS-RT-B007,outbound,weekday,09:05,54
ACS-SCH-000943,ACS-RT-B007-OUT,ACS-RT-B007,outbound,weekday,09:26,43
ACS-SCH-000944,ACS-RT-B007-OUT,ACS-RT-B007,outbound,weekday,09:44,61
ACS-SCH-000945,ACS-RT-B007-OUT,ACS-RT-B007,outbound,weekday,10:01,19
ACS-SCH-000946,ACS-RT-B007-OUT,ACS-RT-B007,outbound,weekday,11:02,13
ACS-SCH-000947,ACS-RT-B007-OUT,ACS-RT-B007,outbound,weekday,11:54,21
ACS-SCH-000948,ACS-RT-B007-OUT,ACS-RT-B007,outbound,weekday,12:53,18
ACS-SCH-000949,ACS-RT-B007-OUT,ACS-RT-B007,outbound,weekday,13:54,15
